Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[GENV]	DS_Pr[GWEA]	DS_Pr[GDIS]	MV_Pr[GENV]	MV_Pr[GWEA]	MV_Pr[GDIS]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
1059	GDIS	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9986	1.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.65%	-97.93%
106	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
1060	GDIS	GDIS	GDIS	GDIS	GDIS	0.0029	0.0438	0.9533	0.0000	0.2500	0.7500	0.0893	0.3750	0.0467	0.2500	0.0467	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0467	0.2500	90.75%	50.52%	82.32%	25.78%	90.75%	50.52%	100.00%	100.00%	100.00%	100.00%	90.75%	50.52%
1061	GDIS	GDIS	GDIS	GDIS	GENV	0.4397	0.0032	0.5571	0.5000	0.0000	0.5000	0.4963	0.5000	0.4429	0.5000	0.4429	0.5000	0.6240	0.5052	0.0000	1.0000	0.0000	1.0000	0.4429	0.5000	12.34%	1.04%	1.77%	1.04%	12.34%	1.04%	100.00%	100.00%	100.00%	-97.93%	12.34%	1.04%
1062	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
1063	GDIS	GDIS	GDIS	GDIS	GDIS	0.0225	0.0015	0.9760	0.2500	0.0000	0.7500	0.0469	0.3750	0.0240	0.2500	0.0240	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0240	0.2500	95.25%	50.52%	90.72%	25.78%	95.25%	50.52%	100.00%	100.00%	100.00%	100.00%	95.25%	50.52%
1064	GDIS	GENV	GENV	GENV	GENV	0.9949	0.0008	0.0043	1.0000	0.0000	0.0000	0.0103	0.0000	0.0052	0.0000	0.0052	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9957	1.0000	98.98%	100.00%	97.97%	100.00%	98.98%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.07%	-97.93%
1065	GDIS	GDIS	GDIS	GDIS	GDIS	0.0964	0.0005	0.9031	0.4000	0.0000	0.6000	0.1751	0.4800	0.0969	0.4000	0.0969	0.4000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0969	0.4000	80.83%	20.83%	65.35%	4.99%	80.83%	20.83%	100.00%	100.00%	100.00%	100.00%	80.83%	20.83%
1066	GENV	GENV	GENV	GENV	GENV	0.9996	0.0000	0.0004	0.8000	0.0000	0.2000	0.0007	0.3200	0.0004	0.2000	0.0004	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0004	0.2000	99.93%	60.41%	99.86%	36.66%	99.93%	60.41%	100.00%	100.00%	100.00%	100.00%	99.93%	60.41%
1067	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1068	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
1069	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
107	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
1070	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
1071	GDIS	GWEA	GDIS	GWEA	GWEA	0.0027	0.7216	0.2758	0.0000	0.5000	0.5000	0.4033	0.5000	0.2785	0.5000	0.2785	0.5000	0.6240	0.5052	1.0000	0.0000	1.0000	1.0000	0.7243	0.5000	44.89%	1.04%	20.17%	1.04%	44.89%	1.04%	-97.93%	-97.93%	-97.93%	-97.93%	-43.35%	1.04%
1072	GDIS	GWEA	GWEA	GWEA	GWEA	0.0058	0.9043	0.0899	0.0000	0.6667	0.3333	0.1740	0.4444	0.0957	0.3333	0.0957	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9101	0.6667	81.07%	34.02%	65.55%	12.03%	81.07%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-80.14%	-31.95%
1073	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1074	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1075	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
1076	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1077	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	100.00%	100.00%	100.00%	100.00%	99.66%	100.00%
1078	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
1079	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	0.9999	0.0000	0.2000	0.8000	0.0000	0.0001	0.3200	0.0001	0.2000	0.0001	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0001	0.2000	99.99%	60.41%	99.97%	36.66%	99.99%	60.41%	100.00%	100.00%	100.00%	100.00%	99.99%	60.41%
108	GDIS	GDIS	GDIS	GDIS	GENV	0.4397	0.0032	0.5571	0.5000	0.0000	0.5000	0.4963	0.5000	0.4429	0.5000	0.4429	0.5000	0.6240	0.5052	0.0000	1.0000	0.0000	1.0000	0.4429	0.5000	12.34%	1.04%	1.77%	1.04%	12.34%	1.04%	100.00%	100.00%	100.00%	-97.93%	12.34%	1.04%
1080	GDIS	GWEA	GWEA	GWEA	GWEA	0.0000	0.9999	0.0001	0.0000	1.0000	0.0000	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9999	1.0000	99.98%	100.00%	99.96%	100.00%	99.98%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.91%	-97.93%
1081	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1082	GENV	GENV	GENV	GENV	GENV	0.9997	0.0001	0.0002	0.8000	0.2000	0.0000	0.0006	0.3200	0.0003	0.2000	0.0003	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0003	0.2000	99.94%	60.41%	99.88%	36.66%	99.94%	60.41%	100.00%	100.00%	100.00%	100.00%	99.94%	60.41%
1083	GDIS	GWEA	GWEA	GWEA	GWEA	0.0350	0.9380	0.0270	0.3333	0.6667	0.0000	0.1182	0.4444	0.0620	0.3333	0.0620	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9730	1.0000	87.73%	34.02%	76.60%	12.03%	87.73%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-92.58%	-97.93%
1084	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	0.9997	0.0003	0.0000	0.8000	0.2000	0.0005	0.3200	0.0003	0.2000	0.0003	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0003	0.2000	99.95%	60.41%	99.89%	36.66%	99.95%	60.41%	100.00%	100.00%	100.00%	100.00%	99.95%	60.41%
1085	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
1086	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
1087	GENV	GENV	GENV	GENV	GENV	0.9965	0.0000	0.0034	0.8000	0.0000	0.2000	0.0069	0.3200	0.0035	0.2000	0.0035	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0035	0.2000	99.32%	60.41%	98.64%	36.66%	99.32%	60.41%	100.00%	100.00%	100.00%	100.00%	99.32%	60.41%
1088	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9944	0.0053	0.0000	0.7500	0.2500	0.0111	0.3750	0.0056	0.2500	0.0056	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0056	0.2500	98.90%	50.52%	97.81%	25.78%	98.90%	50.52%	100.00%	100.00%	100.00%	100.00%	98.90%	50.52%
1089	GDIS	GDIS	GDIS	GDIS	GDIS	0.0767	0.0078	0.9155	0.3333	0.0000	0.6667	0.1560	0.4444	0.0845	0.3333	0.0845	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0845	0.3333	83.27%	34.02%	69.13%	12.03%	83.27%	34.02%	100.00%	100.00%	100.00%	100.00%	83.27%	34.02%
109	GDIS	GENV	GENV	GENV	GENV	0.9949	0.0008	0.0043	1.0000	0.0000	0.0000	0.0103	0.0000	0.0052	0.0000	0.0052	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9957	1.0000	98.98%	100.00%	97.97%	100.00%	98.98%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.07%	-97.93%
1090	GWEA	GWEA	GWEA	GWEA	GWEA	0.0379	0.8333	0.1288	0.0000	1.0000	0.0000	0.2876	0.0000	0.1667	0.0000	0.1667	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	67.01%	100.00%	43.08%	100.00%	67.01%	100.00%	100.00%	100.00%	100.00%	100.00%	67.01%	100.00%
1091	GWEA	GWEA	GWEA	GWEA	GWEA	0.0379	0.8333	0.1288	0.0000	1.0000	0.0000	0.2876	0.0000	0.1667	0.0000	0.1667	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	67.01%	100.00%	43.08%	100.00%	67.01%	100.00%	100.00%	100.00%	100.00%	100.00%	67.01%	100.00%
1092	GDIS	GDIS	GDIS	GDIS	GDIS	0.0964	0.0005	0.9031	0.4000	0.0000	0.6000	0.1751	0.4800	0.0969	0.4000	0.0969	0.4000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0969	0.4000	80.83%	20.83%	65.35%	4.99%	80.83%	20.83%	100.00%	100.00%	100.00%	100.00%	80.83%	20.83%
1093	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
1094	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
1095	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
1096	GWEA	GENV	GENV	GENV	GENV	0.9182	0.0051	0.0767	0.6667	0.0000	0.3333	0.1511	0.4444	0.0818	0.3333	0.0818	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9949	1.0000	83.80%	34.02%	70.10%	12.03%	83.80%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-96.91%	-97.93%
1097	GWEA	GWEA	GWEA	GWEA	GWEA	0.0379	0.8333	0.1288	0.0000	1.0000	0.0000	0.2876	0.0000	0.1667	0.0000	0.1667	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	67.01%	100.00%	43.08%	100.00%	67.01%	100.00%	100.00%	100.00%	100.00%	100.00%	67.01%	100.00%
1098	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1099	GENV	GENV	GENV	GENV	GENV	0.9949	0.0008	0.0043	1.0000	0.0000	0.0000	0.0103	0.0000	0.0052	0.0000	0.0052	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0052	0.0000	98.98%	100.00%	97.97%	100.00%	98.98%	100.00%	100.00%	100.00%	100.00%	100.00%	98.98%	100.00%
11	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
110	GWEA	GDIS	GWEA	GDIS	GWEA	0.0137	0.4705	0.5158	0.2000	0.4000	0.4000	0.5124	0.6400	0.4842	0.6000	0.4842	0.6000	0.6240	0.5052	1.0000	1.0000	1.0000	0.0000	0.5295	0.6000	4.16%	-18.76%	-1.42%	-26.67%	4.16%	-18.76%	-97.93%	100.00%	-97.93%	100.00%	-4.80%	-18.76%
1100	GDIS	GDIS	GDIS	GDIS	GDIS	0.0964	0.0005	0.9031	0.4000	0.0000	0.6000	0.1751	0.4800	0.0969	0.4000	0.0969	0.4000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0969	0.4000	80.83%	20.83%	65.35%	4.99%	80.83%	20.83%	100.00%	100.00%	100.00%	100.00%	80.83%	20.83%
1101	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
1102	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
1103	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	0.9999	0.0001	0.0000	1.0000	0.0000	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.98%	100.00%	99.96%	100.00%	99.98%	100.00%	100.00%	100.00%	100.00%	100.00%	99.98%	100.00%
1104	GENV	GENV	GENV	GENV	GENV	0.9949	0.0008	0.0043	1.0000	0.0000	0.0000	0.0103	0.0000	0.0052	0.0000	0.0052	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0052	0.0000	98.98%	100.00%	97.97%	100.00%	98.98%	100.00%	100.00%	100.00%	100.00%	100.00%	98.98%	100.00%
1105	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
1106	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	100.00%	100.00%	100.00%	100.00%	99.66%	100.00%
1107	GENV	GWEA	GWEA	GWEA	GWEA	0.0058	0.9043	0.0899	0.0000	0.6667	0.3333	0.1740	0.4444	0.0957	0.3333	0.0957	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9942	1.0000	81.07%	34.02%	65.55%	12.03%	81.07%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-96.78%	-97.93%
1108	GDIS	GDIS	GENV	GDIS	GENV	0.4397	0.0032	0.5571	0.5000	0.0000	0.5000	0.4963	0.5000	0.4429	0.5000	0.4429	0.5000	0.6240	0.5052	0.0000	0.0000	0.0000	1.0000	0.4429	0.5000	12.34%	1.04%	1.77%	1.04%	12.34%	1.04%	100.00%	-97.93%	100.00%	-97.93%	12.34%	1.04%
1109	GDIS	GDIS	GDIS	GDIS	GDIS	0.2361	0.0814	0.6825	0.2500	0.2500	0.5000	0.4718	0.6250	0.3175	0.5000	0.3175	0.5000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.3175	0.5000	37.17%	1.04%	6.62%	-23.71%	37.17%	1.04%	100.00%	100.00%	100.00%	100.00%	37.17%	1.04%
111	GDIS	GENV	GENV	GENV	GENV	0.9995	0.0001	0.0005	1.0000	0.0000	0.0000	0.0010	0.0000	0.0005	0.0000	0.0005	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9995	1.0000	99.90%	100.00%	99.79%	100.00%	99.90%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.84%	-97.93%
1110	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1111	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1112	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
1113	GDIS	GENV	GENV	GENV	GENV	0.8221	0.0006	0.1773	0.6000	0.0000	0.4000	0.2927	0.4800	0.1779	0.4000	0.1779	0.4000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.8227	0.6000	64.79%	20.83%	42.06%	4.99%	64.79%	20.83%	-97.93%	-97.93%	-97.93%	-97.93%	-62.84%	-18.76%
1114	GDIS	GDIS	GDIS	GDIS	GDIS	0.1190	0.0008	0.8802	0.4000	0.0000	0.6000	0.2112	0.4800	0.1198	0.4000	0.1198	0.4000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1198	0.4000	76.28%	20.83%	58.21%	4.99%	76.28%	20.83%	100.00%	100.00%	100.00%	100.00%	76.28%	20.83%
1115	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
1116	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1117	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
1118	GDIS	GDIS	GDIS	GDIS	GDIS	0.0070	0.0003	0.9927	0.2000	0.0000	0.8000	0.0146	0.3200	0.0073	0.2000	0.0073	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0073	0.2000	98.55%	60.41%	97.11%	36.66%	98.55%	60.41%	100.00%	100.00%	100.00%	100.00%	98.55%	60.41%
1119	GDIS	GDIS	GDIS	GDIS	GDIS	0.0070	0.0003	0.9927	0.2000	0.0000	0.8000	0.0146	0.3200	0.0073	0.2000	0.0073	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0073	0.2000	98.55%	60.41%	97.11%	36.66%	98.55%	60.41%	100.00%	100.00%	100.00%	100.00%	98.55%	60.41%
112	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
1120	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1121	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
